Literata 12pt Regular;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Literata 36pt Regular';
Literata 12pt Bold;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Literata 36pt Bold';
Literata 12pt Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Literata 36pt Italic';
Literata 12pt Bold Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Literata 36pt Bold Italic';
Literata 36pt Regular;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Literata 12pt Regular';
Literata 36pt Bold;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Literata 12pt Bold';
Literata 36pt Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Literata 12pt Italic';
Literata 36pt Bold Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Literata 12pt Bold Italic';
Literata 72pt Regular;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Literata 12pt Regular';
Literata 72pt Bold;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Literata 12pt Bold';
Literata 72pt Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Literata 12pt Italic';
Literata 72pt Bold Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Literata 12pt Bold Italic';
Literata 7pt Regular;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Literata 12pt Regular';
Literata 7pt Bold;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Literata 12pt Bold';
Literata 7pt Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Literata 12pt Italic';
Literata 7pt Bold Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Literata 12pt Bold Italic';
